"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Elmod1",1385.73275382101,0.00507696253508093,0.125329200198706,0.040509015672577,0.96768731947543,0.985550482269585
"Elmod2",83.848286847605,0.451958017975867,0.279446535488113,1.6173326936633,0.10580648573301,0.289904584316009
"Elmod3",99.4963079772033,0.12963239962638,0.221098059939931,0.586311791526344,0.557666008490664,0.751260836892625
"Elmsan1",255.805818017111,0.281698334663672,0.195309519203281,1.44231748566477,0.14921282958733,0.357950691407031
"Eln",12.4697023795116,1.4699369724144,0.576103999789351,2.55151322148756,0.0107256254520316,NA
"Elof1",124.316763367515,-0.436786715468202,0.204054337193253,-2.1405411983698,0.0323110550593926,0.13430710249779
"Elovl1",60.2501361099022,-0.202990630322517,0.286225928850748,-0.709197210530726,0.478202104292083,0.692463902057149
"Elovl2",74.0827705720544,0.0739219875876471,0.265756684992589,0.278156643885397,0.780892115132718,0.892413918939752
"Elovl4",289.519839480376,0.172350453818776,0.195098173620634,0.883403727571071,0.377018177503229,0.60689199814121
"Elovl5",505.977848375443,-0.263359951397563,0.141945281915726,-1.855362487877,0.063544480378852,0.209980415653321
"Elovl6",376.49253968888,-0.0328439758550234,0.165437467687173,-0.198528037899664,0.842631950225195,0.925959163626015
"Elovl7",150.52350118549,0.604084723977099,0.296767891255782,2.03554610109907,0.0417959547909991,0.159536803578469
"Elp2",541.714862921452,-0.0396562139228977,0.138194076064914,-0.286960302873402,0.774142716161929,0.888522225082795
"Elp3",428.130893486553,0.343778603594788,0.174561217504959,1.96938706379624,0.048908660117957,0.176541786069952
"Elp4",119.372179704675,0.366237074022452,0.20600293032596,1.77782458454816,0.0754326694176077,0.234891869476166
"Elp5",201.317612003877,-0.0609539451862553,0.224038080034352,-0.272069574854905,0.785568523156591,0.895013302116544
"Elp6",50.1415768881746,-0.0182919032058383,0.302643264993754,-0.0604404766985838,0.9518048218219,0.979469148368841
